Country_of_Operator,Operator_Owner,Purpose,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Anticipated_Lifetime,Contractor,Country_of_Contractor,Launch_Site,Launch_Vehicle,longitude_radians_of_geo,Inclination_radians,military,geo_orbit
Brazil,Star One (SES [Socit Europenne des Satellites (SES)]),Communications,,35769.0,35803.0,0.0004,1436.07,1780.0,1050.0,1800.0,12.0,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44LP,-1.3082988070000000,0.000698132,FALSE,TRUE
Brazil,Star One (SES [Socit Europenne des Satellites (SES)]),Communications,,35772.0,35800.0,0.00033,1436.09,2495.0,1050.0,1800.0,12.0,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44LP,-1.46660017,0.00122173,FALSE,TRUE
Multinational,BRITE-PL Consortium,Space Science,Sun-Synchronous,594.0,886.0,0.02053,99.6,10.0,,,2.0,University of Toronto Institute for Aerospace Studies,Canada,Dombarovsky Launch Facility,Dnepr,,1.705186679,FALSE,FALSE
Japan,Broadcasting Satellite System Corp.,Communications,,35778.0,35794.0,0.00019000000000000000,1436.1,1980.0,,,13.0,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,1.918291381,0.000523599,FALSE,TRUE
Japan,Broadcasting Satellite System Corp.,Communications,,33066.0,35725.0,0.03261,1365.61,2060.0,975.0,,15.0,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,1.919862177,0.00122173,FALSE,TRUE
Japan,Broadcasting Satellite System Corp./Sky Perfect JSAT Corporation,Communications,,35784.0,35787.0,4E-05,1436.04,2910.0,,,15.0,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,1.919862177,0.000872665,FALSE,TRUE
USA,US Air Force,Technology Development,,403.0,813.0,0.02938,96.85,384.0,,,,General Dynamics,USA,L-1011 Aircraft,Pegasus,,0.226892803,TRUE,FALSE
France/USA,Centre National d'Etudes Spatiales (CNES)/NASA,Earth Science,Sun-Synchronous,702.0,703.0,7E-05,98.8,587.0,,550.0,3.0,Alcatel Alenia Space,France,Vandenberg AFB,Delta 2,,1.713913325,FALSE,FALSE
Russia,Scientific Production Corporation (joint stock creation of Russian Space Agency),Remote Sensing,Sun-Synchronous,501.0,505.0,0.00029,94.7,400.0,110.0,300.0,5.0,All-Russia Research Institute of Electromechanics (NPP VNIIEM),Russia,Baikonur Cosmodrome,Soyuz-Fregat,,1.7016960210000000,FALSE,FALSE
Canada,University of Toronto Institute for Aerospace Studies,Technology Development,Sun-Synchronous,609.0,629.0,0.00143,97.1,7.0,,,,University of Toronto Institute for Aerospace Studies,Canada,Sriharikota Launch Station,PSLV C9,,1.7069320080000000,FALSE,FALSE
Canada,University of Toronto Institute for Aerospace Studies,Space Science,Sun-Synchronous,771.0,783.0,0.00084,100.3,5.0,,,,University of Toronto Institute for Aerospace Studies,Canada,Satish Dhawan Space Center,PSLV,,1.720894642,FALSE,FALSE
Canada,University of Toronto Institute for Aerospace Studies/Com Development International Ltd.,Technology Development,Sun-Synchronous,611.0,631.0,0.00143,97.1,16.0,6.5,,0.5,University of Toronto Institute for Aerospace Studies/Com Development International Ltd.,Canada,Sriharikota Launch Station,PSLV C9,,1.7069320080000000,FALSE,FALSE
USA,University of Louisiana at Lafayette,Technology Development,Sun-Synchronous,500.0,506.0,0.00044,94.67,,,,,University of Louisiana at Lafayette,USA,Wallops Island Flight Facility,Minotaur,,0.70703288,FALSE,FALSE
India,Indian Space Research Organization (ISRO),Remote Sensing,Sun-Synchronous,618.0,619.0,7E-05,97.1,1560.0,1450.0,1100.0,6.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Center,PSLV C6,,1.7086773380000000,FALSE,FALSE
India,Indian Space Research Organization (ISRO),Remote Sensing,Sun-Synchronous,632.0,635.0,0.00021,97.4,680.0,,,,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Center,PSLV C7,,1.692969374,FALSE,FALSE
India,Indian Space Research Organization (ISRO),Remote Sensing,Sun-Synchronous,624.0,643.0,0.0013600000000000000,97.4,680.0,,,,Indian Space Research Organization (ISRO),India,Sriharikota Launch Station,PSLV C9,,1.7086773380000000,TRUE,FALSE
India,Indian Space Research Organization (ISRO),Remote Sensing,Sun-Synchronous,622.0,645.0,0.00164,97.4,694.0,,,,Indian Space Research Organization (ISRO),India,Sriharikota Launch Station,PSLV,,1.7086773380000000,FALSE,FALSE
Canada,Canadian Space Agency,Earth Science,,325.0,1486.0,0.07979,103.11,490.0,,600.0,2.0,Canadian Space Agency,Canada,Vandenberg AFB,Falcon 9,,1.413716694,FALSE,FALSE
USA,Los Alamos National Labs (LANL),Technology Development,,538.0,544.0,0.00043,95.5,159.0,,110.0,,Surrey Satellite Technologies Ltd.,United Kingdom,Cape Canaveral,Atlas 5,,0.617846555,FALSE,FALSE
USA,NASA Goddard Space Flight Center,Astrophysics,Deep Highly Eccentric,9999.0,138825.0,0.79737,3808.92,4742.0,,2500.0,5.0,TRW Space and Electronics,USA,Cape Canaveral,Space Shuttle (STS 93),,0.497418837,FALSE,FALSE
China (PR),China Satellite Communication Corp. (China Satcom),Communications,,35777.0,35797.0,0.00024000000000000000,1436.1,4600.0,,9500.0,15.0,Thales Alenia Space,France/Italy,Xichang Satellite Launch Center,Long March 3B,2.017251549,0.000872665,FALSE,TRUE
China (PR),Chinese Academy of Sciences,Communications,Sun-Synchronous,729.0,748.0,0.00134,99.6,100.0,,,,China Academy of Sciences,China (PR),Taiyuan Launch Center,Long March 3B,,1.7191493130000000,FALSE,FALSE
China (PR),Chinese Academy of Sciences,Earth Observation,Sun-Synchronous,785.0,804.0,0.00133,98.5,100.8,,,,China Academy of Sciences,China (PR),Jiuquan Satellite Launch Center,Long March 2D,,1.7191493130000000,FALSE,FALSE
China (PR),Chinese Academy of Sciences,Earth Observation,Sun-Synchronous,784.0,804.0,0.0014,100.7,100.0,,,,China Academy of Sciences,China (PR),Jiuquan Satellite Launch Center,Long March 2D,,1.7191493130000000,FALSE,FALSE
China (PR),Chinese Academy of Sciences,Technology Development,Sun-Synchronous,564.0,611.0,0.0033800000000000000,96.43,200.0,,,,China Academy of Sciences,China (PR),Taiyuan Launch Center,Long March 2C,,1.705186679,FALSE,FALSE
Canada,Ciel Satellite Group,Communications,,35782.0,35788.0,7E-05,1436.05,5585.0,,,15.0,Thales Alenia Space,France,Baikonur Cosmodrome,Proton M,-2.251474735,0.000872665,FALSE,TRUE
USA,University of California-Berkeley/Imperial College-London,Space Science,Sun-Synchronous,484.0,791.0,0.02191,97.4,3.15,,,,"Space Sciences Laboratory (SSL) of the University of California Berkeley;  Kyung Hee University (KHU), Imperial College London",USA,Vandenberg AFB,Atlas 5,,1.127482697,FALSE,FALSE
USA,University of California-Berkeley/Imperial College-London,Space Science,Sun-Synchronous,594.0,731.0,0.00974,98.0,3.0,,,,"Space Sciences Laboratory (SSL) of the University of California Berkeley;  Kyung Hee University (KHU), Imperial College London",USA,Dombarovsky Launch Facility,Dnepr,,1.7069320080000000,FALSE,FALSE
USA,University of California-Berkeley/Imperial College-London,Space Science,Sun-Synchronous,594.0,747.0,0.01087,98.0,3.0,,,,"Space Sciences Laboratory (SSL) of the University of California Berkeley;  Kyung Hee University (KHU), Imperial College London",USA,Dombarovsky Launch Facility,Dnepr,,1.7069320080000000,FALSE,FALSE
USA,NASA/Colorado State University,Earth Science,Sun-Synchronous,702.0,703.0,7E-05,98.8,848.0,,570.0,2.0,NASA Jet Propulsion Laboratory,USA,Vandenberg AFB,Delta 2,,1.713913325,FALSE,FALSE
China (PR),Chinese Defense Ministry,Navigation/Global Positioning,,35768.0,35803.0,0.00042,1436.05,2200.0,,,,Space Technology Research Institute (part of CASC),China (PR),Xichang Satellite Launch Center,Long March 3C,2.522000769,0.031066861,TRUE,TRUE
China (PR),Chinese Defense Ministry,Navigation/Global Positioning,,35708.0,35864.0,0.00185,1436.08,2300.0,,,8.0,Space Technology Research Institute (part of CASC),China (PR),Xichang Satellite Launch Center,Long March 3A,1.818807614,0.962723615,TRUE,TRUE
China (PR),Chinese Defense Ministry,Navigation/Global Positioning,,35776.0,35799.0,0.00027,1436.15,2300.0,,,8.0,Space Technology Research Institute (part of CASC),China (PR),Xichang Satellite Launch Center,Long March 3A,1.029744259,0.032637657,TRUE,TRUE
China (PR),Chinese Defense Ministry,Navigation/Global Positioning,,35774.0,35797.0,0.00027,1436.05,2200.0,,,,Space Technology Research Institute (part of CASC),China (PR),Xichang Satellite Launch Center,Long March 3,1.478293876,0.031939525,TRUE,TRUE
China (PR),Chinese Defense Ministry,Navigation/Global Positioning,,35764.0,35809.0,0.00053,1436.1,6000.0,,,,Space Technology Research Institute (part of CASC),China (PR),Xichang Satellite Launch Center,Long March 3C,2.7925268030000000,0.024958208,TRUE,TRUE
China (PR),Chinese Defense Ministry,Navigation/Global Positioning,,35670.0,35893.0,0.00265,1435.82,2200.0,,,8.0,Space Technology Research Institute (part of CASC),China (PR),Xichang Satellite Launch Center,Long March 3A,2.0594885170000000,0.961501885,TRUE,TRUE
China (PR),Chinese Defense Ministry,Navigation/Global Positioning,,35775.0,35799.0,0.00028,1436.11,3800.0,2300.0,,8.0,Space Technology Research Institute (part of CASC),China (PR),Xichang Satellite Launch Center,Long March 3C,1.396263402,0.032114058,TRUE,TRUE
China (PR),Chinese Defense Ministry,Navigation/Global Positioning,,35717.0,35817.0,0.00119,1436.12,2200.0,,,8.0,Space Technology Research Institute (part of CASC),China (PR),Xichang Satellite Launch Center,Long March 3A,2.0594885170000000,0.9639453460000000,TRUE,TRUE
China (PR),Chinese Defense Ministry,Navigation/Global Positioning,,35693.0,37872.0,0.02525,1435.93,2300.0,,,,Space Technology Research Institute (part of CASC),China (PR),Xichang Satellite Launch Center,Long March 3A,2.0594885170000000,1.682497399,TRUE,TRUE
China (PR),Chinese Defense Ministry,Navigation/Global Positioning,,35708.0,35879.0,0.00203,1435.1,2300.0,,,8.0,Space Technology Research Institute (part of CASC),China (PR),Xichang Satellite Launch Center,Long March 3A,,0.963421747,TRUE,TRUE
China (PR),Chinese Defense Ministry,Navigation/Global Positioning,,21519.0,21545.0,0.00047000000000000000,773.39,2200.0,,,8.0,Space Technology Research Institute (part of CASC),China (PR),Xichang Satellite Launch Center,Long March 3A,,0.964468945,TRUE,FALSE
China (PR),Chinese Defense Ministry,Navigation/Global Positioning,,21460.0,21595.0,0.00242,773.19,2200.0,,,8.0,Space Technology Research Institute (part of CASC),China (PR),Xichang Satellite Launch Center,Long March 3B,,0.962723615,TRUE,FALSE
China (PR),Chinese Defense Ministry,Navigation/Global Positioning,,21452.0,21603.0,0.00271,773.21,2200.0,,,8.0,Space Technology Research Institute (part of CASC),China (PR),Xichang Satellite Launch Center,Long March 3B,,0.9616764180000000,TRUE,FALSE
China (PR),Chinese Defense Ministry,Navigation/Global Positioning,,21462.0,21591.0,0.00231,773.1,3800.0,,,8.0,Space Technology Research Institute (part of CASC),China (PR),Xichang Satellite Launch Center,Long March 3B,,0.959931089,TRUE,FALSE
China (PR),Chinese Defense Ministry,Navigation/Global Positioning,,21477.0,21574.0,0.0017400000000000000,773.1,3800.0,,,8.0,Space Technology Research Institute (part of CASC),China (PR),Xichang Satellite Launch Center,Long March 3B,,0.959931089,TRUE,FALSE
South Korea,Korea Aerospace Research Institute (KARI),Earth Observation/Meteorology/Communications,,35783.0,35791.0,9E-05,1436.1,2460.0,,,,EADS Astrium/Electronics and Telecommunications Research Institute (ETRI),South Korea,Guiana Space Center,Ariane 5 ECA,2.234021443,0.000174533,FALSE,TRUE
Germany,Armed Forces,Communications,,35773.0,35799.0,0.00031,1436.1,2440.0,,3500.0,15.0,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5,1.099557429,0.000872665,TRUE,TRUE
Germany,Armed Forces,Communications,,35780.0,35794.0,0.00017000000000000000,1436.11,2440.0,,3500.0,15.0,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5,0.230383461,0.0013962630000000000,TRUE,TRUE
USA,US Air Force/ US Navy/NASA,Earth/Space Science,Sun-Synchronous,820.0,841.0,0.00146,101.5,817.0,395.0,1174.0,3.0,"Spectrum Astro, Inc.",USA,Vandenberg AFB,Titan 2,,1.7243853010000000,TRUE,FALSE
Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Remote Sensing,Sun-Synchronous,764.0,836.0,0.00502,100.9,70.0,,46.0,2.0,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,,1.256637061,FALSE,FALSE
Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Remote Sensing,Sun-Synchronous,769.0,831.0,0.00432,100.9,70.0,,46.0,2.0,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,,1.256637061,FALSE,FALSE
Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Remote Sensing,Sun-Synchronous,669.0,746.0,0.0054400000000000000,98.9,70.0,,46.0,2.0,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,,1.256637061,FALSE,FALSE
Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Remote Sensing,Sun-Synchronous,751.0,849.0,0.00683,100.9,70.0,,46.0,2.0,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,,1.256637061,FALSE,FALSE
Taiwan/USA,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Remote Sensing,Sun-Synchronous,772.0,828.0,0.00391,100.9,70.0,,46.0,2.0,Orbital Sciences Corp.,USA,Vandenberg AFB,Minotaur,,1.256637061,FALSE,FALSE
Italy,Italian Space Agency/Ministry of Defense,Remote Sensing/Imaging,Sun-Synchronous,622.0,623.0,7E-05,97.2,1700.0,,3600.0,5.0,Thales Alenia Space,France/Italy,Vandenberg AFB,Delta 7000,,1.7086773380000000,TRUE,FALSE
Italy,Italian Space Agency/Ministry of Defense,Earth Observation,Sun-Synchronous,622.0,623.0,7E-05,97.2,1700.0,,,5.0,ThalesAleniaSpace,Italy,Vandenberg AFB,Delta 2,,1.7086773380000000,TRUE,FALSE
Italy,Italian Space Agency/Ministry of Defense,Earth Observation,Sun-Synchronous,622.0,623.0,7E-05,97.2,1700.0,,,5.0,ThalesAleniaSpace,Italy,Vandenberg AFB,Delta 7420,,1.7086773380000000,TRUE,FALSE
Italy,Italian Space Agency/Ministry of Defense,Earth Observation,Sun-Synchronous,622.0,623.0,7E-05,97.2,1700.0,,,5.0,ThalesAleniaSpace,Italy,Vandenberg AFB,Delta 2,,1.7086773380000000,TRUE,FALSE
ESA,European Space Agency (ESA),Earth Observation,,713.0,724.0,0.00078,99.2,720.0,,,3.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr,,1.605702912,FALSE,FALSE
Argentina,"Argentinian Ministry of Science, Technology and Productive Innovation/Radio Club Bariloche",Technology Development,Sun-Synchronous,630.0,653.0,0.00164,97.55,2.0,,,,"Argentinian Ministry of Science, Technology and Productive Innovation",Argentina,Jiuquan Satellite Launch Center,Chang Zheng 2D,,1.711295332,FALSE,FALSE
Argentina,"Argentinian Ministry of Science, Technology and Productive Innovation/Radio Club Bariloche",Technology Development,Sun-Synchronous,594.0,715.0,0.00861,97.8,2.0,,,,"Argentinian Ministry of Science, Technology and Productive Innovation",Argentina,Dombarovsky Launch Facility,Dnepr,,1.7069320080000000,FALSE,FALSE
Japan,"Department of Astronautics, University of Tokyo",Technology Development,Sun-Synchronous,815.0,830.0,0.0010400000000000000,101.3,,1.0,,,"Department of Astronautics, University of Tokyo",Japan,Plesetsk Cosmodrome,Dnepr,,1.7226399720000000,FALSE,FALSE
Japan,"Department of Astronautics, University of Tokyo",Technology Development,Sun-Synchronous,678.0,703.0,0.0017700000000000000,98.6,1.0,1.0,,,"Department of Astronautics, University of Tokyo",Japan,Plesetsk Cosmodrome,Kosmos 3M,,1.7086773380000000,FALSE,FALSE
USA,City University of New York,Technology Development,,443.0,886.0,0.03149,98.0,1.0,,,,City University of New York,USA,Vandenberg AFB,Atlas 5,,2.09963109,FALSE,FALSE
USA,"Space Systems Design Studio, Cornell University",Technology Development,,326.0,1465.0,0.07838000000000000,102.89,,,2.2,0.5,"Space Systems Design Studio, Cornell University",USA,Vandenberg AFB,Falcon 9,,1.4135421610000000,FALSE,FALSE
Japan,Tokyo Institute of Technology,Technology Development,Sun-Synchronous,814.0,829.0,0.0010400000000000000,101.3,,1.0,,1.0,Tokyo Institute of Technology,Japan,Plesetsk Cosmodrome,Dnepr,,1.7226399720000000,FALSE,FALSE
Japan,Tokyo Institute of Technology,Technology Development,Sun-Synchronous,609.0,628.0,0.0013600000000000000,97.1,,,,1.0,Tokyo Institute of Technology,Japan,Sriharikota Launch Station,PSLV C9,,1.7069320080000000,FALSE,FALSE
USA,"University of Colorado, Boulder",Technology Development,,326.0,1475.0,0.07902,103.0,50.0,38.0,,1.5,"University of Colorado, Boulder",USA,Vandenberg AFB,Falcon 9,,1.413716694,FALSE,FALSE
Spain,Deimos Imaging/DMC International Imaging (DMCII),Earth Observation,Sun-Synchronous,661.0,662.0,7E-05,98.0,90.0,,,5.0,Surrey Satellite Technologies Ltd.,United Kingdom,Baikonur Cosmodrome,Dnepr,,1.7104226670000000,FALSE,FALSE
Netherlands,"Technical University, Delft",Technology Development,Sun-Synchronous,598.0,616.0,0.0012900000000000000,96.8,6.5,,,,Technical University of Delft,Netherlands,Sriharikota Launch Station,PSLV C9,,1.7069320080000000,FALSE,FALSE
Netherlands,"Technical University, Delft",Technology Development,Sun-Synchronous,594.0,780.0,0.01318,98.5,4.5,,,,Technical University of Delft,Netherlands,Dombarovsky Launch Facility,Dnepr,,1.705186679,FALSE,FALSE
USA,"DirecTV, Inc.",Communications,,35785.0,35788.0,4E-05,1436.1,5900.0,3700.0,18000.0,15.0,Boeing Space and Intelligence Systems,USA,Baikonur Cosmodrome,Proton M,-1.793151273,0.000698132,FALSE,TRUE
USA,"DirecTV, Inc.",Communications,,35786.0,35786.0,0.0,1436.1,5900.0,,,,Boeing Satellite Development Center,USA,Sea Launch (Odyssey),Zenit 3SL,-1.7315411510000000,0.000523599,FALSE,TRUE
USA,"DirecTV, Inc.",Communications,,35785.0,35786.0,1E-05,1436.04,5900.0,,8700.0,15.0,Boeing Space Systems,USA,Baikonur Cosmodrome,Breeze M,-1.7941984710000000,0.001570796,FALSE,TRUE
Russia,Russian Satellite Communications Co.,Communications,,35778.0,35795.0,0.0002,1436.1,3420.0,2304.0,8700.0,15.0,Hughes Electronics Corp.,USA,Sea Launch (Odyssey),Zenit 3SL,0.975639052,0.000523599,FALSE,TRUE
USA,"DirecTV, Inc.",Communications,,35780.0,35792.0,0.00014,1436.09,4300.0,2100.0,8100.0,15.0,Hughes Electronics Corp.,USA,Guiana Space Center,Ariane 44LP,-1.7654005380000000,0.000872665,FALSE,TRUE
USA,"DirecTV, Inc.",Communications,,35773.0,35799.0,0.00031,1436.08,4300.0,3640.0,,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton K,-1.9207348420000000,0.00122173,FALSE,TRUE
USA,"DirecTV, Inc.",Communications,,35774.0,35797.0,0.00027,1436.1,5483.0,3500.0,13000.0,15.0,Space Systems/Loral,USA,Sea Launch,Zenit 3SL,-2.077639942,0.000174533,FALSE,TRUE
USA,"DirecTV, Inc.",Communications,,35777.0,35796.0,0.00023000000000000000,1436.1,3800.0,,8200.0,12.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M/Breeze M,-1.759466419,0.000349066,FALSE,TRUE
USA,"DirecTV, Inc.",Communications,,35774.0,35798.0,0.00028,1436.1,5500.0,2364.0,13900.0,15.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,-1.764178808,0.000523599,FALSE,TRUE
Germany,Deutsches Zentrum fr Luft- und Raumfahrt,Earth Science,Sun-Synchronous,712.0,732.0,0.00141,99.2,45.0,,120.0,1.0,"Institute of Aeronautics and Astronautics, Technical University of Berlin",Germany,Satish Dhawan Space Center,PSLV C2,,1.720894642,FALSE,FALSE
USA,DoD/NOAA,Earth Science/Meteorology,Sun-Synchronous,845.0,855.0,0.0006900000000000000,101.93,1134.0,823.0,900.0,5.0,General Electric Astro Space,USA,Vandenberg AFB,Atlas E,,1.7243853010000000,TRUE,FALSE
USA,DoD/NOAA,Earth Science/Meteorology,Sun-Synchronous,842.0,855.0,0.0009,101.9,1134.0,823.0,900.0,5.0,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Titan 2,,1.72613063,TRUE,FALSE
USA,DoD/NOAA,Earth Science/Meteorology,Sun-Synchronous,837.0,851.0,0.0009700000000000000,101.8,1152.0,823.0,900.0,5.0,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Titan 2,,1.72613063,TRUE,FALSE
USA,DoD/NOAA,Earth Science/Meteorology,Sun-Synchronous,843.0,852.0,0.00062,101.87,1154.0,825.0,900.0,5.0,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Titan 2,,1.72613063,TRUE,FALSE
USA,DoD/NOAA,Earth Science/Meteorology,Sun-Synchronous,842.0,855.0,0.0009,101.89,1154.0,825.0,900.0,5.0,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Delta 4,,1.724210768,TRUE,FALSE
USA,DoD/NOAA,Earth Science/Meteorology,Sun-Synchronous,842.0,859.0,0.00118,101.94,1155.0,825.0,900.0,5.0,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Atlas 5,,1.726654229,TRUE,FALSE
USA,"Planet Labs, Inc.",Technology Development,Sun-Synchronous,559.0,582.0,0.0016600000000000000,96.08,5.8,,,0.5,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2-1A,,1.132369619,FALSE,FALSE
USA,"Planet Labs, Inc.",Technology Development,Sun-Synchronous,594.0,815.0,0.015620000000000000,98.8,6.0,,,,"Planet Labs, Inc.",USA,Dombarovsky Launch Facility,Dnepr,,1.705186679,FALSE,FALSE
USA,"Planet Labs, Inc.",Technology Development,Sun-Synchronous,594.0,815.0,0.015620000000000000,98.8,6.0,,,,"Planet Labs, Inc.",USA,Dombarovsky Launch Facility,Dnepr,,1.705186679,FALSE,FALSE
